日付,出発国家,出発空港,到着国家,到着空港,出発時刻,飛行時間,推奨最大運航数,収益(円),価格(円),需要(名),運航規模,座席数,運航可能な最小収益(円),必要機長数,必要副操縦士数,その他必要人員指数,飛行前必要時間,飛行後必要時間,優先順位指数
4日,韓国,仁川,日本,福岡,08:30,30,3,4165000,35000,119,小規模運航,120,2100000,1,1,7,35,40,98.660423
4日,韓国,仁川,日本,福岡,09:00,30,3,4725000,35000,135,小規模運航,120,2100000,1,1,7,35,40,98.0311762
4日,韓国,仁川,日本,福岡,09:30,30,3,4375000,35000,125,小規模運航,120,2100000,1,1,7,35,40,97.3724231
4日,韓国,仁川,日本,福岡,10:00,30,3,4060000,35000,116,小規模運航,120,2100000,1,1,7,35,40,98.9092386
4日,韓国,仁川,日本,福岡,10:30,30,3,3885000,35000,111,小規模運航,120,2100000,1,1,7,35,40,94.4446127
4日,韓国,仁川,日本,福岡,11:00,30,3,3990000,35000,114,小規模運航,120,2100000,1,1,7,35,40,94.3431329
4日,韓国,仁川,日本,福岡,11:30,30,3,4060000,35000,116,小規模運航,120,2100000,1,1,7,35,40,88.215632
4日,韓国,仁川,日本,福岡,12:00,30,3,4025000,35000,115,小規模運航,120,2100000,1,1,7,35,40,97.2906216
4日,韓国,仁川,日本,福岡,12:30,30,3,3465000,35000,99,小規模運航,120,2100000,1,1,6,35,40,98.7572104
4日,韓国,仁川,日本,福岡,13:00,30,3,3850000,35000,110,小規模運航,120,2100000,1,1,7,35,40,97.2797009
4日,韓国,仁川,日本,福岡,13:30,30,3,3745000,35000,107,小規模運航,120,2100000,1,1,7,35,40,87.9452305
4日,韓国,仁川,日本,福岡,14:00,30,3,3535000,35000,101,小規模運航,120,2100000,1,1,7,35,40,85.5264043
4日,韓国,仁川,日本,福岡,14:30,30,3,3990000,35000,114,小規模運航,120,2100000,1,1,7,35,40,96.6430149
4日,韓国,仁川,日本,福岡,15:00,30,3,3710000,35000,106,小規模運航,120,2100000,1,1,7,35,40,98.2369067
4日,韓国,仁川,日本,福岡,15:30,30,3,3395000,35000,97,小規模運航,120,2100000,1,1,6,35,40,99.1648381
4日,韓国,仁川,日本,福岡,16:00,30,3,3430000,35000,98,小規模運航,120,2100000,1,1,6,35,40,97.9617647
4日,韓国,仁川,日本,福岡,16:30,30,3,3465000,35000,99,小規模運航,120,2100000,1,1,6,35,40,97.195725
4日,韓国,仁川,日本,福岡,17:00,30,3,4760000,35000,136,小規模運航,120,2100000,1,1,7,35,40,98.9536837
4日,韓国,仁川,日本,福岡,17:30,30,3,4410000,35000,126,小規模運航,120,2100000,1,1,7,35,40,95.5790848
4日,韓国,仁川,日本,福岡,18:00,30,3,4690000,35000,134,小規模運航,120,2100000,1,1,7,35,40,97.5171439
4日,韓国,仁川,日本,福岡,18:30,30,3,4130000,35000,118,小規模運航,120,2100000,1,1,7,35,40,97.7610705
4日,韓国,仁川,日本,福岡,19:00,30,3,4620000,35000,132,小規模運航,120,2100000,1,1,7,35,40,97.9201458
4日,韓国,仁川,日本,福岡,19:30,30,3,4725000,35000,135,小規模運航,120,2100000,1,1,7,35,40,95.91435
4日,韓国,仁川,日本,福岡,20:00,30,3,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,98.4328134
4日,韓国,仁川,日本,福岡,20:30,30,3,3430000,35000,98,小規模運航,120,2100000,1,1,6,35,40,96.0819336
4日,韓国,仁川,日本,福岡,21:00,30,3,3675000,35000,105,小規模運航,120,2100000,1,1,7,35,40,84.4369295
4日,韓国,仁川,日本,福岡,21:30,30,3,3710000,35000,106,小規模運航,120,2100000,1,1,7,35,40,98.8879823
4日,韓国,仁川,日本,福岡,22:00,30,3,2625000,35000,75,小規模運航,120,2100000,1,1,5,35,40,95.0084577
4日,韓国,仁川,日本,福岡,22:30,30,3,3080000,35000,88,小規模運航,120,2100000,1,1,6,35,40,96.6020256
5日,韓国,仁川,日本,福岡,07:00,30,3,2695000,35000,77,小規模運航,120,2100000,1,1,5,35,40,98.2274322
5日,韓国,仁川,日本,福岡,07:30,30,3,2625000,35000,75,小規模運航,120,2100000,1,1,5,35,40,95.9115353
5日,韓国,仁川,日本,福岡,08:00,30,3,4515000,35000,129,小規模運航,120,2100000,1,1,7,35,40,90.0932145
5日,韓国,仁川,日本,福岡,08:30,30,3,4725000,35000,135,小規模運航,120,2100000,1,1,7,35,40,97.8139769
5日,韓国,仁川,日本,福岡,09:00,30,3,4130000,35000,118,小規模運航,120,2100000,1,1,7,35,40,88.7834275
5日,韓国,仁川,日本,福岡,09:30,30,3,4620000,35000,132,小規模運航,120,2100000,1,1,7,35,40,97.4249027
5日,韓国,仁川,日本,福岡,10:00,30,3,3465000,35000,99,小規模運航,120,2100000,1,1,6,35,40,99.0392543
5日,韓国,仁川,日本,福岡,10:30,30,3,3465000,35000,99,小規模運航,120,2100000,1,1,6,35,40,84.4968768
5日,韓国,仁川,日本,福岡,11:00,30,3,3325000,35000,95,小規模運航,120,2100000,1,1,6,35,40,98.6393595
5日,韓国,仁川,日本,福岡,11:30,30,3,3395000,35000,97,小規模運航,120,2100000,1,1,6,35,40,97.1657289
5日,韓国,仁川,日本,福岡,12:00,30,3,3500000,35000,100,小規模運航,120,2100000,1,1,6,35,40,94.8721569
5日,韓国,仁川,日本,福岡,12:30,30,3,3570000,35000,102,小規模運航,120,2100000,1,1,7,35,40,84.8265704
5日,韓国,仁川,日本,福岡,13:00,30,3,3640000,35000,104,小規模運航,120,2100000,1,1,7,35,40,95.5852353
5日,韓国,仁川,日本,福岡,13:30,30,3,3640000,35000,104,小規模運航,120,2100000,1,1,7,35,40,89.6469738
5日,韓国,仁川,日本,福岡,14:00,30,3,3745000,35000,107,小規模運航,120,2100000,1,1,7,35,40,92.4319087
5日,韓国,仁川,日本,福岡,14:30,30,3,3605000,35000,103,小規模運航,120,2100000,1,1,7,35,40,98.6129355
5日,韓国,仁川,日本,福岡,15:00,30,3,3710000,35000,106,小規模運航,120,2100000,1,1,7,35,40,98.2369067
5日,韓国,仁川,日本,福岡,15:30,30,3,3465000,35000,99,小規模運航,120,2100000,1,1,6,35,40,98.8607695
5日,韓国,仁川,日本,福岡,16:00,30,3,3850000,35000,110,小規模運航,120,2100000,1,1,7,35,40,94.6666079
5日,韓国,仁川,日本,福岡,16:30,30,3,3360000,35000,96,小規模運航,120,2100000,1,1,6,35,40,99.1225559
5日,韓国,仁川,日本,福岡,17:00,30,3,4795000,35000,137,小規模運航,120,2100000,1,1,7,35,40,95.2385448
5日,韓国,仁川,日本,福岡,17:30,30,3,4620000,35000,132,小規模運航,120,2100000,1,1,7,35,40,99.1648735
5日,韓国,仁川,日本,福岡,18:00,30,3,4375000,35000,125,小規模運航,120,2100000,1,1,7,35,40,94.4500705
5日,韓国,仁川,日本,福岡,18:30,30,3,4200000,35000,120,小規模運航,120,2100000,1,1,7,35,40,99.3642087
5日,韓国,仁川,日本,福岡,19:00,30,3,4725000,35000,135,小規模運航,120,2100000,1,1,7,35,40,99.3527067
5日,韓国,仁川,日本,福岡,19:30,30,3,4690000,35000,134,小規模運航,120,2100000,1,1,7,35,40,85.1186249
5日,韓国,仁川,日本,福岡,20:00,30,3,3850000,35000,110,小規模運航,120,2100000,1,1,7,35,40,94.4548598
5日,韓国,仁川,日本,福岡,20:30,30,3,3920000,35000,112,小規模運航,120,2100000,1,1,7,35,40,94.5457122
5日,韓国,仁川,日本,福岡,21:00,30,3,3710000,35000,106,小規模運航,120,2100000,1,1,7,35,40,98.3315792
5日,韓国,仁川,日本,福岡,21:30,30,3,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,96.5404847
5日,韓国,仁川,日本,福岡,22:00,30,3,2695000,35000,77,小規模運航,120,2100000,1,1,5,35,40,94.8217497
5日,韓国,仁川,日本,福岡,22:30,30,3,3255000,35000,93,小規模運航,120,2100000,1,1,6,35,40,79.4703362
6日,韓国,仁川,日本,福岡,07:00,30,3,2835000,35000,81,小規模運航,120,2100000,1,1,6,35,40,79.6585008
6日,韓国,仁川,日本,福岡,07:30,30,3,2625000,35000,75,小規模運航,120,2100000,1,1,5,35,40,95.9115353
6日,韓国,仁川,日本,福岡,08:00,30,3,4655000,35000,133,小規模運航,120,2100000,1,1,7,35,40,99.2477564
6日,韓国,仁川,日本,福岡,08:30,30,3,4270000,35000,122,小規模運航,120,2100000,1,1,7,35,40,95.9013493
6日,韓国,仁川,日本,福岡,09:00,30,3,4725000,35000,135,小規模運航,120,2100000,1,1,7,35,40,98.0311762
6日,韓国,仁川,日本,福岡,09:30,30,3,4445000,35000,127,小規模運航,120,2100000,1,1,7,35,40,96.3264025
6日,韓国,仁川,日本,福岡,10:00,30,3,3780000,35000,108,小規模運航,120,2100000,1,1,7,35,40,98.885884
6日,韓国,仁川,日本,福岡,10:30,30,3,3535000,35000,101,小規模運航,120,2100000,1,1,7,35,40,95.0016113
6日,韓国,仁川,日本,福岡,11:00,30,3,3955000,35000,113,小規模運航,120,2100000,1,1,7,35,40,97.5716851
6日,韓国,仁川,日本,福岡,11:30,30,3,3395000,35000,97,小規模運航,120,2100000,1,1,6,35,40,97.1657289
6日,韓国,仁川,日本,福岡,12:00,30,3,3500000,35000,100,小規模運航,120,2100000,1,1,6,35,40,94.8721569
6日,韓国,仁川,日本,福岡,12:30,30,3,3780000,35000,108,小規模運航,120,2100000,1,1,7,35,40,99.1777418
6日,韓国,仁川,日本,福岡,13:00,30,3,3640000,35000,104,小規模運航,120,2100000,1,1,7,35,40,95.5852353
6日,韓国,仁川,日本,福岡,13:30,30,3,3395000,35000,97,小規模運航,120,2100000,1,1,6,35,40,94.0536275
6日,韓国,仁川,日本,福岡,14:00,30,3,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,88.4812292
6日,韓国,仁川,日本,福岡,14:30,30,3,3780000,35000,108,小規模運航,120,2100000,1,1,7,35,40,97.2644017
6日,韓国,仁川,日本,福岡,15:00,30,3,3850000,35000,110,小規模運航,120,2100000,1,1,7,35,40,93.9796628
6日,韓国,仁川,日本,福岡,15:30,30,3,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,96.9536556
6日,韓国,仁川,日本,福岡,16:00,30,3,3465000,35000,99,小規模運航,120,2100000,1,1,6,35,40,97.4480774
6日,韓国,仁川,日本,福岡,16:30,30,3,4060000,35000,116,小規模運航,120,2100000,1,1,7,35,40,97.7955744
6日,韓国,仁川,日本,福岡,17:00,30,3,4340000,35000,124,小規模運航,120,2100000,1,1,7,35,40,91.868025
6日,韓国,仁川,日本,福岡,17:30,30,3,4410000,35000,126,小規模運航,120,2100000,1,1,7,35,40,95.5790848
6日,韓国,仁川,日本,福岡,18:00,30,3,4095000,35000,117,小規模運航,120,2100000,1,1,7,35,40,94.3384146
6日,韓国,仁川,日本,福岡,18:30,30,3,4725000,35000,135,小規模運航,120,2100000,1,1,7,35,40,96.8891611
6日,韓国,仁川,日本,福岡,19:00,30,3,4200000,35000,120,小規模運航,120,2100000,1,1,7,35,40,98.7614101
6日,韓国,仁川,日本,福岡,19:30,30,3,4690000,35000,134,小規模運航,120,2100000,1,1,7,35,40,85.1186249
6日,韓国,仁川,日本,福岡,20:00,30,3,3850000,35000,110,小規模運航,120,2100000,1,1,7,35,40,94.4548598
6日,韓国,仁川,日本,福岡,20:30,30,3,3640000,35000,104,小規模運航,120,2100000,1,1,7,35,40,97.5896815
6日,韓国,仁川,日本,福岡,21:00,30,3,3920000,35000,112,小規模運航,120,2100000,1,1,7,35,40,97.7836413
6日,韓国,仁川,日本,福岡,21:30,30,3,3990000,35000,114,小規模運航,120,2100000,1,1,7,35,40,94.2914623
6日,韓国,仁川,日本,福岡,22:00,30,3,3220000,35000,92,小規模運航,120,2100000,1,1,6,35,40,97.3696523
6日,韓国,仁川,日本,福岡,22:30,30,3,3255000,35000,93,小規模運航,120,2100000,1,1,6,35,40,79.4703362
7日,韓国,仁川,日本,福岡,07:00,30,3,2800000,35000,80,小規模運航,120,2100000,1,1,5,35,40,95.365279
7日,韓国,仁川,日本,福岡,07:30,30,3,3290000,35000,94,小規模運航,120,2100000,1,1,6,35,40,98.9288428
7日,韓国,仁川,日本,福岡,08:00,30,3,4270000,35000,122,小規模運航,120,2100000,1,1,7,35,40,90.6098224
7日,韓国,仁川,日本,福岡,08:30,30,3,4130000,35000,118,小規模運航,120,2100000,1,1,7,35,40,97.7929982
7日,韓国,仁川,日本,福岡,09:00,30,3,4375000,35000,125,小規模運航,120,2100000,1,1,7,35,40,93.3218975
7日,韓国,仁川,日本,福岡,09:30,30,3,4095000,35000,117,小規模運航,120,2100000,1,1,7,35,40,91.542773
7日,韓国,仁川,日本,福岡,10:00,30,3,3535000,35000,101,小規模運航,120,2100000,1,1,7,35,40,95.4142903
7日,韓国,仁川,日本,福岡,10:30,30,3,4025000,35000,115,小規模運航,120,2100000,1,1,7,35,40,97.2959318
7日,韓国,仁川,日本,福岡,11:00,30,3,3360000,35000,96,小規模運航,120,2100000,1,1,6,35,40,99.2606824
7日,韓国,仁川,日本,福岡,11:30,30,3,3920000,35000,112,小規模運航,120,2100000,1,1,7,35,40,88.0692476
7日,韓国,仁川,日本,福岡,12:00,30,3,3430000,35000,98,小規模運航,120,2100000,1,1,6,35,40,94.3346085
7日,韓国,仁川,日本,福岡,12:30,30,3,3990000,35000,114,小規模運航,120,2100000,1,1,7,35,40,98.6156725
7日,韓国,仁川,日本,福岡,13:00,30,3,3395000,35000,97,小規模運航,120,2100000,1,1,6,35,40,92.690973
7日,韓国,仁川,日本,福岡,13:30,30,3,3500000,35000,100,小規模運航,120,2100000,1,1,6,35,40,93.8819483
7日,韓国,仁川,日本,福岡,14:00,30,3,3500000,35000,100,小規模運航,120,2100000,1,1,6,35,40,88.3174647
7日,韓国,仁川,日本,福岡,14:30,30,3,3850000,35000,110,小規模運航,120,2100000,1,1,7,35,40,89.7332861
7日,韓国,仁川,日本,福岡,15:00,30,3,3430000,35000,98,小規模運航,120,2100000,1,1,6,35,40,94.6271806
7日,韓国,仁川,日本,福岡,15:30,30,3,4060000,35000,116,小規模運航,120,2100000,1,1,7,35,40,96.317449
7日,韓国,仁川,日本,福岡,16:00,30,3,3465000,35000,99,小規模運航,120,2100000,1,1,6,35,40,97.4480774
7日,韓国,仁川,日本,福岡,16:30,30,3,3500000,35000,100,小規模運航,120,2100000,1,1,6,35,40,97.4329546
7日,韓国,仁川,日本,福岡,17:00,30,3,4375000,35000,125,小規模運航,120,2100000,1,1,7,35,40,98.2169815
7日,韓国,仁川,日本,福岡,17:30,30,3,4200000,35000,120,小規模運航,120,2100000,1,1,7,35,40,98.5802528
7日,韓国,仁川,日本,福岡,18:00,30,3,4130000,35000,118,小規模運航,120,2100000,1,1,7,35,40,91.2325538
7日,韓国,仁川,日本,福岡,18:30,30,3,4200000,35000,120,小規模運航,120,2100000,1,1,7,35,40,99.3642087
7日,韓国,仁川,日本,福岡,19:00,30,3,4515000,35000,129,小規模運航,120,2100000,1,1,7,35,40,97.8152466
7日,韓国,仁川,日本,福岡,19:30,30,3,4445000,35000,127,小規模運航,120,2100000,1,1,7,35,40,95.909654
