日付,出発国家,出発空港,到着国家,到着空港,出発時刻,飛行時間,推奨最大運航数,収益(円),価格(円),需要(名),運航規模,座席数,運航可能な最小収益(円),必要機長数,必要副操縦士数,その他必要人員指数,飛行前必要時間,飛行後必要時間,優先順位指数
2日,日本,福岡,日本,新千歳,09:30,120,9,1770000,30000,59,小規模運航,120,2100000,1,1,4,35,40,85.9561256
2日,日本,福岡,日本,新千歳,10:00,120,9,1440000,30000,48,小規模運航,120,2100000,1,1,4,35,40,81.1859046
2日,日本,福岡,日本,新千歳,10:30,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,95.437106
2日,日本,福岡,日本,新千歳,11:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,97.956342
2日,日本,福岡,日本,新千歳,11:30,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,96.3696693
2日,日本,福岡,日本,新千歳,12:00,120,9,1380000,30000,46,小規模運航,120,2100000,1,1,4,35,40,98.3140979
2日,日本,福岡,日本,新千歳,12:30,120,9,1320000,30000,44,小規模運航,120,2100000,1,1,4,35,40,98.4852471
2日,日本,福岡,日本,新千歳,13:00,120,9,1290000,30000,43,小規模運航,120,2100000,1,1,4,35,40,75.3521804
2日,日本,福岡,日本,新千歳,13:30,120,9,1470000,30000,49,小規模運航,120,2100000,1,1,4,35,40,84.7483695
2日,日本,福岡,日本,新千歳,14:00,120,9,1440000,30000,48,小規模運航,120,2100000,1,1,4,35,40,96.4183458
2日,日本,福岡,日本,新千歳,14:30,120,9,1320000,30000,44,小規模運航,120,2100000,1,1,4,35,40,98.3267596
2日,日本,福岡,日本,新千歳,15:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,95.3252081
2日,日本,福岡,日本,新千歳,15:30,120,9,1320000,30000,44,小規模運航,120,2100000,1,1,4,35,40,97.1787123
2日,日本,福岡,日本,新千歳,16:00,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,96.0294221
2日,日本,福岡,日本,新千歳,16:30,120,9,1350000,30000,45,小規模運航,120,2100000,1,1,4,35,40,97.2983646
2日,日本,福岡,日本,新千歳,17:00,120,9,1740000,30000,58,小規模運航,120,2100000,1,1,4,35,40,98.4244909
2日,日本,福岡,日本,新千歳,17:30,120,9,1740000,30000,58,小規模運航,120,2100000,1,1,4,35,40,74.1992509
2日,日本,福岡,日本,新千歳,18:00,120,9,1620000,30000,54,小規模運航,120,2100000,1,1,4,35,40,95.3411554
2日,日本,福岡,日本,新千歳,18:30,120,9,1590000,30000,53,小規模運航,120,2100000,1,1,4,35,40,96.2853685
2日,日本,福岡,日本,新千歳,19:00,120,9,1800000,30000,60,小規模運航,120,2100000,1,1,4,35,40,95.0692206
2日,日本,福岡,日本,新千歳,19:30,120,9,1620000,30000,54,小規模運航,120,2100000,1,1,4,35,40,96.9443135
2日,日本,福岡,日本,新千歳,20:00,120,9,1530000,30000,51,小規模運航,120,2100000,1,1,4,35,40,86.0749839
2日,日本,福岡,日本,新千歳,20:30,120,9,1440000,30000,48,小規模運航,120,2100000,1,1,4,35,40,97.2397332
2日,日本,福岡,日本,新千歳,21:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,83.8312484
2日,日本,福岡,日本,新千歳,21:30,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,96.6736463
2日,日本,福岡,日本,新千歳,22:00,120,9,990000,30000,33,小規模運航,120,2100000,1,1,4,35,40,92.8669881
2日,日本,福岡,日本,新千歳,22:30,120,9,1050000,30000,35,小規模運航,120,2100000,1,1,4,35,40,90.596999
3日,日本,福岡,日本,新千歳,07:00,120,9,1200000,30000,40,小規模運航,120,2100000,1,1,4,35,40,94.8113812
3日,日本,福岡,日本,新千歳,07:30,120,9,1110000,30000,37,小規模運航,120,2100000,1,1,4,35,40,96.381182
3日,日本,福岡,日本,新千歳,08:00,120,9,1620000,30000,54,小規模運航,120,2100000,1,1,4,35,40,95.0800747
3日,日本,福岡,日本,新千歳,08:30,120,9,1530000,30000,51,小規模運航,120,2100000,1,1,4,35,40,95.994835
3日,日本,福岡,日本,新千歳,09:00,120,9,1530000,30000,51,小規模運航,120,2100000,1,1,4,35,40,98.0872078
3日,日本,福岡,日本,新千歳,09:30,120,9,1560000,30000,52,小規模運航,120,2100000,1,1,4,35,40,91.9659778
3日,日本,福岡,日本,新千歳,10:00,120,9,1470000,30000,49,小規模運航,120,2100000,1,1,4,35,40,96.1611987
3日,日本,福岡,日本,新千歳,10:30,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,95.437106
3日,日本,福岡,日本,新千歳,11:00,120,9,1470000,30000,49,小規模運航,120,2100000,1,1,4,35,40,95.1587986
3日,日本,福岡,日本,新千歳,11:30,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,96.3696693
3日,日本,福岡,日本,新千歳,12:00,120,9,1320000,30000,44,小規模運航,120,2100000,1,1,4,35,40,86.2312074
3日,日本,福岡,日本,新千歳,12:30,120,9,1440000,30000,48,小規模運航,120,2100000,1,1,4,35,40,97.9263265
3日,日本,福岡,日本,新千歳,13:00,120,9,1290000,30000,43,小規模運航,120,2100000,1,1,4,35,40,75.3521804
3日,日本,福岡,日本,新千歳,13:30,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,94.4683228
3日,日本,福岡,日本,新千歳,14:00,120,9,1320000,30000,44,小規模運航,120,2100000,1,1,4,35,40,97.9752025
3日,日本,福岡,日本,新千歳,14:30,120,9,1290000,30000,43,小規模運航,120,2100000,1,1,4,35,40,89.6627759
3日,日本,福岡,日本,新千歳,15:00,120,9,1500000,30000,50,小規模運航,120,2100000,1,1,4,35,40,93.3954738
3日,日本,福岡,日本,新千歳,15:30,120,9,1350000,30000,45,小規模運航,120,2100000,1,1,4,35,40,92.303417
3日,日本,福岡,日本,新千歳,16:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,95.3128312
3日,日本,福岡,日本,新千歳,16:30,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,93.2148769
3日,日本,福岡,日本,新千歳,17:00,120,9,1710000,30000,57,小規模運航,120,2100000,1,1,4,35,40,89.7427161
3日,日本,福岡,日本,新千歳,17:30,120,9,1530000,30000,51,小規模運航,120,2100000,1,1,4,35,40,95.6126254
3日,日本,福岡,日本,新千歳,18:00,120,9,1740000,30000,58,小規模運航,120,2100000,1,1,4,35,40,92.2838719
3日,日本,福岡,日本,新千歳,18:30,120,9,1590000,30000,53,小規模運航,120,2100000,1,1,4,35,40,96.2853685
3日,日本,福岡,日本,新千歳,19:00,120,9,1710000,30000,57,小規模運航,120,2100000,1,1,4,35,40,96.7854587
3日,日本,福岡,日本,新千歳,19:30,120,9,1560000,30000,52,小規模運航,120,2100000,1,1,4,35,40,98.3750784
3日,日本,福岡,日本,新千歳,20:00,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,94.8577907
3日,日本,福岡,日本,新千歳,20:30,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,95.2114115
3日,日本,福岡,日本,新千歳,21:00,120,9,1530000,30000,51,小規模運航,120,2100000,1,1,4,35,40,94.5788309
3日,日本,福岡,日本,新千歳,21:30,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,96.6736463
3日,日本,福岡,日本,新千歳,22:00,120,9,990000,30000,33,小規模運航,120,2100000,1,1,4,35,40,92.8669881
3日,日本,福岡,日本,新千歳,22:30,120,9,1050000,30000,35,小規模運航,120,2100000,1,1,4,35,40,90.596999
4日,日本,福岡,日本,新千歳,07:00,120,9,1200000,30000,40,小規模運航,120,2100000,1,1,4,35,40,94.8113812
4日,日本,福岡,日本,新千歳,07:30,120,9,1050000,30000,35,小規模運航,120,2100000,1,1,4,35,40,90.7739489
4日,日本,福岡,日本,新千歳,08:00,120,9,1800000,30000,60,小規模運航,120,2100000,1,1,4,35,40,95.7451705
4日,日本,福岡,日本,新千歳,08:30,120,9,1590000,30000,53,小規模運航,120,2100000,1,1,4,35,40,95.2075524
4日,日本,福岡,日本,新千歳,09:00,120,9,1650000,30000,55,小規模運航,120,2100000,1,1,4,35,40,94.0029016
4日,日本,福岡,日本,新千歳,09:30,120,9,1560000,30000,52,小規模運航,120,2100000,1,1,4,35,40,91.9659778
4日,日本,福岡,日本,新千歳,10:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,91.1654715
4日,日本,福岡,日本,新千歳,10:30,120,9,1470000,30000,49,小規模運航,120,2100000,1,1,4,35,40,77.8429032
4日,日本,福岡,日本,新千歳,11:00,120,9,1350000,30000,45,小規模運航,120,2100000,1,1,4,35,40,95.2835749
4日,日本,福岡,日本,新千歳,11:30,120,9,1500000,30000,50,小規模運航,120,2100000,1,1,4,35,40,97.345247
4日,日本,福岡,日本,新千歳,12:00,120,9,1500000,30000,50,小規模運航,120,2100000,1,1,4,35,40,97.4595362
4日,日本,福岡,日本,新千歳,12:30,120,9,1500000,30000,50,小規模運航,120,2100000,1,1,4,35,40,93.7738179
4日,日本,福岡,日本,新千歳,13:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,95.6842861
4日,日本,福岡,日本,新千歳,13:30,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,98.1145009
4日,日本,福岡,日本,新千歳,14:00,120,9,1380000,30000,46,小規模運航,120,2100000,1,1,4,35,40,93.8779497
4日,日本,福岡,日本,新千歳,14:30,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,98.1388296
4日,日本,福岡,日本,新千歳,15:00,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,80.5360356
4日,日本,福岡,日本,新千歳,15:30,120,9,1350000,30000,45,小規模運航,120,2100000,1,1,4,35,40,92.303417
4日,日本,福岡,日本,新千歳,16:00,120,9,1470000,30000,49,小規模運航,120,2100000,1,1,4,35,40,81.6958505
4日,日本,福岡,日本,新千歳,16:30,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,97.4762387
4日,日本,福岡,日本,新千歳,17:00,120,9,1740000,30000,58,小規模運航,120,2100000,1,1,4,35,40,98.4244909
4日,日本,福岡,日本,新千歳,17:30,120,9,1620000,30000,54,小規模運航,120,2100000,1,1,4,35,40,97.7137439
4日,日本,福岡,日本,新千歳,18:00,120,9,1770000,30000,59,小規模運航,120,2100000,1,1,4,35,40,81.3962418
4日,日本,福岡,日本,新千歳,18:30,120,9,1680000,30000,56,小規模運航,120,2100000,1,1,4,35,40,95.8343518
4日,日本,福岡,日本,新千歳,19:00,120,9,1620000,30000,54,小規模運航,120,2100000,1,1,4,35,40,95.9586573
4日,日本,福岡,日本,新千歳,19:30,120,9,1770000,30000,59,小規模運航,120,2100000,1,1,4,35,40,94.383095
4日,日本,福岡,日本,新千歳,20:00,120,9,1470000,30000,49,小規模運航,120,2100000,1,1,4,35,40,87.5125242
4日,日本,福岡,日本,新千歳,20:30,120,9,1470000,30000,49,小規模運航,120,2100000,1,1,4,35,40,94.393531
4日,日本,福岡,日本,新千歳,21:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,83.8312484
4日,日本,福岡,日本,新千歳,21:30,120,9,1350000,30000,45,小規模運航,120,2100000,1,1,4,35,40,84.246993
4日,日本,福岡,日本,新千歳,22:00,120,9,1020000,30000,34,小規模運航,120,2100000,1,1,4,35,40,96.5118787
4日,日本,福岡,日本,新千歳,22:30,120,9,1110000,30000,37,小規模運航,120,2100000,1,1,4,35,40,82.9244508
5日,日本,福岡,日本,新千歳,07:00,120,9,1080000,30000,36,小規模運航,120,2100000,1,1,4,35,40,94.6604528
5日,日本,福岡,日本,新千歳,07:30,120,9,990000,30000,33,小規模運航,120,2100000,1,1,4,35,40,95.2016158
5日,日本,福岡,日本,新千歳,08:00,120,9,1770000,30000,59,小規模運航,120,2100000,1,1,4,35,40,96.5030348
5日,日本,福岡,日本,新千歳,08:30,120,9,1650000,30000,55,小規模運航,120,2100000,1,1,4,35,40,92.0384463
5日,日本,福岡,日本,新千歳,09:00,120,9,1770000,30000,59,小規模運航,120,2100000,1,1,4,35,40,97.5663774
5日,日本,福岡,日本,新千歳,09:30,120,9,1650000,30000,55,小規模運航,120,2100000,1,1,4,35,40,97.2031549
5日,日本,福岡,日本,新千歳,10:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,91.1654715
5日,日本,福岡,日本,新千歳,10:30,120,9,1350000,30000,45,小規模運航,120,2100000,1,1,4,35,40,96.3627269
5日,日本,福岡,日本,新千歳,11:00,120,9,1500000,30000,50,小規模運航,120,2100000,1,1,4,35,40,84.7770047
5日,日本,福岡,日本,新千歳,11:30,120,9,1530000,30000,51,小規模運航,120,2100000,1,1,4,35,40,95.7711031
5日,日本,福岡,日本,新千歳,12:00,120,9,1290000,30000,43,小規模運航,120,2100000,1,1,4,35,40,98.1102946
5日,日本,福岡,日本,新千歳,12:30,120,9,1320000,30000,44,小規模運航,120,2100000,1,1,4,35,40,98.4852471
5日,日本,福岡,日本,新千歳,13:00,120,9,1290000,30000,43,小規模運航,120,2100000,1,1,4,35,40,75.3521804
5日,日本,福岡,日本,新千歳,13:30,120,9,1350000,30000,45,小規模運航,120,2100000,1,1,4,35,40,79.300201
5日,日本,福岡,日本,新千歳,14:00,120,9,1320000,30000,44,小規模運航,120,2100000,1,1,4,35,40,97.9752025
5日,日本,福岡,日本,新千歳,14:30,120,9,1530000,30000,51,小規模運航,120,2100000,1,1,4,35,40,97.6157862
5日,日本,福岡,日本,新千歳,15:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,95.3252081
5日,日本,福岡,日本,新千歳,15:30,120,9,1440000,30000,48,小規模運航,120,2100000,1,1,4,35,40,88.1951169
5日,日本,福岡,日本,新千歳,16:00,120,9,1380000,30000,46,小規模運航,120,2100000,1,1,4,35,40,98.5737445
5日,日本,福岡,日本,新千歳,16:30,120,9,1440000,30000,48,小規模運航,120,2100000,1,1,4,35,40,96.2373811
5日,日本,福岡,日本,新千歳,17:00,120,9,1590000,30000,53,小規模運航,120,2100000,1,1,4,35,40,84.5232808
5日,日本,福岡,日本,新千歳,17:30,120,9,1710000,30000,57,小規模運航,120,2100000,1,1,4,35,40,98.5298515
5日,日本,福岡,日本,新千歳,18:00,120,9,1800000,30000,60,小規模運航,120,2100000,1,1,4,35,40,94.9620562
5日,日本,福岡,日本,新千歳,18:30,120,9,1770000,30000,59,小規模運航,120,2100000,1,1,4,35,40,75.7060292
5日,日本,福岡,日本,新千歳,19:00,120,9,1710000,30000,57,小規模運航,120,2100000,1,1,4,35,40,96.7854587
5日,日本,福岡,日本,新千歳,19:30,120,9,1590000,30000,53,小規模運航,120,2100000,1,1,4,35,40,98.6887805
5日,日本,福岡,日本,新千歳,20:00,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,94.8577907
5日,日本,福岡,日本,新千歳,20:30,120,9,1500000,30000,50,小規模運航,120,2100000,1,1,4,35,40,84.2079586
5日,日本,福岡,日本,新千歳,21:00,120,9,1350000,30000,45,小規模運航,120,2100000,1,1,4,35,40,98.5649494
5日,日本,福岡,日本,新千歳,21:30,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,96.6736463
5日,日本,福岡,日本,新千歳,22:00,120,9,990000,30000,33,小規模運航,120,2100000,1,1,4,35,40,92.8669881
5日,日本,福岡,日本,新千歳,22:30,120,9,1080000,30000,36,小規模運航,120,2100000,1,1,4,35,40,85.2818107
6日,日本,福岡,日本,新千歳,07:00,120,9,1050000,30000,35,小規模運航,120,2100000,1,1,4,35,40,96.0527596
6日,日本,福岡,日本,新千歳,07:30,120,9,990000,30000,33,小規模運航,120,2100000,1,1,4,35,40,95.2016158
6日,日本,福岡,日本,新千歳,08:00,120,9,1560000,30000,52,小規模運航,120,2100000,1,1,4,35,40,82.469687
6日,日本,福岡,日本,新千歳,08:30,120,9,1770000,30000,59,小規模運航,120,2100000,1,1,4,35,40,91.4799851
6日,日本,福岡,日本,新千歳,09:00,120,9,1800000,30000,60,小規模運航,120,2100000,1,1,4,35,40,94.7206672
6日,日本,福岡,日本,新千歳,09:30,120,9,1590000,30000,53,小規模運航,120,2100000,1,1,4,35,40,79.3109662
6日,日本,福岡,日本,新千歳,10:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,91.1654715
6日,日本,福岡,日本,新千歳,10:30,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,83.3968727
6日,日本,福岡,日本,新千歳,11:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,97.956342
6日,日本,福岡,日本,新千歳,11:30,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,96.3696693
6日,日本,福岡,日本,新千歳,12:00,120,9,1350000,30000,45,小規模運航,120,2100000,1,1,4,35,40,94.5836705
6日,日本,福岡,日本,新千歳,12:30,120,9,1380000,30000,46,小規模運航,120,2100000,1,1,4,35,40,70.4227612
6日,日本,福岡,日本,新千歳,13:00,120,9,1470000,30000,49,小規模運航,120,2100000,1,1,4,35,40,80.4655962
6日,日本,福岡,日本,新千歳,13:30,120,9,1500000,30000,50,小規模運航,120,2100000,1,1,4,35,40,96.7332057
6日,日本,福岡,日本,新千歳,14:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,97.3279285
6日,日本,福岡,日本,新千歳,14:30,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,90.4596596
6日,日本,福岡,日本,新千歳,15:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,95.3252081
6日,日本,福岡,日本,新千歳,15:30,120,9,1470000,30000,49,小規模運航,120,2100000,1,1,4,35,40,91.8443877
6日,日本,福岡,日本,新千歳,16:00,120,9,1350000,30000,45,小規模運航,120,2100000,1,1,4,35,40,83.2835836
6日,日本,福岡,日本,新千歳,16:30,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,97.4762387
6日,日本,福岡,日本,新千歳,17:00,120,9,1770000,30000,59,小規模運航,120,2100000,1,1,4,35,40,95.7788719
6日,日本,福岡,日本,新千歳,17:30,120,9,1680000,30000,56,小規模運航,120,2100000,1,1,4,35,40,94.9293643
6日,日本,福岡,日本,新千歳,18:00,120,9,1710000,30000,57,小規模運航,120,2100000,1,1,4,35,40,94.7409988
6日,日本,福岡,日本,新千歳,18:30,120,9,1560000,30000,52,小規模運航,120,2100000,1,1,4,35,40,83.0242736
6日,日本,福岡,日本,新千歳,19:00,120,9,1770000,30000,59,小規模運航,120,2100000,1,1,4,35,40,80.9295461
6日,日本,福岡,日本,新千歳,19:30,120,9,1710000,30000,57,小規模運航,120,2100000,1,1,4,35,40,90.1602308
6日,日本,福岡,日本,新千歳,20:00,120,9,1380000,30000,46,小規模運航,120,2100000,1,1,4,35,40,97.6362318
6日,日本,福岡,日本,新千歳,20:30,120,9,1350000,30000,45,小規模運航,120,2100000,1,1,4,35,40,97.8743949
6日,日本,福岡,日本,新千歳,21:00,120,9,1440000,30000,48,小規模運航,120,2100000,1,1,4,35,40,95.0569767
6日,日本,福岡,日本,新千歳,21:30,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,91.1972899
6日,日本,福岡,日本,新千歳,22:00,120,9,1080000,30000,36,小規模運航,120,2100000,1,1,4,35,40,85.2545574
6日,日本,福岡,日本,新千歳,22:30,120,9,1020000,30000,34,小規模運航,120,2100000,1,1,4,35,40,76.430878
7日,日本,福岡,日本,新千歳,07:00,120,9,990000,30000,33,小規模運航,120,2100000,1,1,4,35,40,88.8904182
7日,日本,福岡,日本,新千歳,07:30,120,9,1110000,30000,37,小規模運航,120,2100000,1,1,4,35,40,96.381182
7日,日本,福岡,日本,新千歳,08:00,120,9,1770000,30000,59,小規模運航,120,2100000,1,1,4,35,40,96.5030348
7日,日本,福岡,日本,新千歳,08:30,120,9,1680000,30000,56,小規模運航,120,2100000,1,1,4,35,40,94.8925363
7日,日本,福岡,日本,新千歳,09:00,120,9,1770000,30000,59,小規模運航,120,2100000,1,1,4,35,40,97.5663774
7日,日本,福岡,日本,新千歳,09:30,120,9,1770000,30000,59,小規模運航,120,2100000,1,1,4,35,40,85.9561256
7日,日本,福岡,日本,新千歳,10:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,91.1654715
7日,日本,福岡,日本,新千歳,10:30,120,9,1350000,30000,45,小規模運航,120,2100000,1,1,4,35,40,96.3627269
7日,日本,福岡,日本,新千歳,11:00,120,9,1530000,30000,51,小規模運航,120,2100000,1,1,4,35,40,98.3417777
7日,日本,福岡,日本,新千歳,11:30,120,9,1440000,30000,48,小規模運航,120,2100000,1,1,4,35,40,78.1777877
7日,日本,福岡,日本,新千歳,12:00,120,9,1470000,30000,49,小規模運航,120,2100000,1,1,4,35,40,98.530428
7日,日本,福岡,日本,新千歳,12:30,120,9,1320000,30000,44,小規模運航,120,2100000,1,1,4,35,40,98.4852471
7日,日本,福岡,日本,新千歳,13:00,120,9,1320000,30000,44,小規模運航,120,2100000,1,1,4,35,40,90.7641436
7日,日本,福岡,日本,新千歳,13:30,120,9,1320000,30000,44,小規模運航,120,2100000,1,1,4,35,40,82.6691369
7日,日本,福岡,日本,新千歳,14:00,120,9,1500000,30000,50,小規模運航,120,2100000,1,1,4,35,40,94.2303755
7日,日本,福岡,日本,新千歳,14:30,120,9,1500000,30000,50,小規模運航,120,2100000,1,1,4,35,40,84.7764189
7日,日本,福岡,日本,新千歳,15:00,120,9,1410000,30000,47,小規模運航,120,2100000,1,1,4,35,40,95.3252081
7日,日本,福岡,日本,新千歳,15:30,120,9,1260000,30000,42,小規模運航,120,2100000,1,1,4,35,40,83.5325957
7日,日本,福岡,日本,新千歳,16:00,120,9,1320000,30000,44,小規模運航,120,2100000,1,1,4,35,40,91.6921285
7日,日本,福岡,日本,新千歳,16:30,120,9,1500000,30000,50,小規模運航,120,2100000,1,1,4,35,40,87.4532825
7日,日本,福岡,日本,新千歳,17:00,120,9,1620000,30000,54,小規模運航,120,2100000,1,1,4,35,40,96.8884087
7日,日本,福岡,日本,新千歳,17:30,120,9,1590000,30000,53,小規模運航,120,2100000,1,1,4,35,40,98.4718696
7日,日本,福岡,日本,新千歳,18:00,120,9,1530000,30000,51,小規模運航,120,2100000,1,1,4,35,40,95.097683
7日,日本,福岡,日本,新千歳,18:30,120,9,1740000,30000,58,小規模運航,120,2100000,1,1,4,35,40,97.3940935
7日,日本,福岡,日本,新千歳,19:00,120,9,1590000,30000,53,小規模運航,120,2100000,1,1,4,35,40,96.9702012
7日,日本,福岡,日本,新千歳,19:30,120,9,1680000,30000,56,小規模運航,120,2100000,1,1,4,35,40,96.9385201
