日付,出発国家,出発空港,到着国家,到着空港,出発時刻,飛行時間,推奨最大運航数,収益(円),価格(円),需要(名),運航規模,座席数,運航可能な最小収益(円),必要機長数,必要副操縦士数,その他必要人員指数,飛行前必要時間,飛行後必要時間,優先順位指数
1日,日本,福岡,韓国,仁川,15:30,30,5,3850000,35000,110,小規模運航,120,2100000,1,1,7,35,40,97.6501972
1日,日本,福岡,韓国,仁川,16:00,30,5,3465000,35000,99,小規模運航,120,2100000,1,1,6,35,40,90.7093486
1日,日本,福岡,韓国,仁川,16:30,30,5,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,97.2878631
1日,日本,福岡,韓国,仁川,17:00,30,5,4690000,35000,134,小規模運航,120,2100000,1,1,7,35,40,96.5875455
1日,日本,福岡,韓国,仁川,17:30,30,5,4305000,35000,123,小規模運航,120,2100000,1,1,7,35,40,99.4329619
1日,日本,福岡,韓国,仁川,18:00,30,5,4760000,35000,136,小規模運航,120,2100000,1,1,7,35,40,96.757729
1日,日本,福岡,韓国,仁川,18:30,30,5,4305000,35000,123,小規模運航,120,2100000,1,1,7,35,40,91.3095155
1日,日本,福岡,韓国,仁川,19:00,30,5,4795000,35000,137,小規模運航,120,2100000,1,1,7,35,40,98.8938836
1日,日本,福岡,韓国,仁川,19:30,30,5,4585000,35000,131,小規模運航,120,2100000,1,1,7,35,40,96.204005
1日,日本,福岡,韓国,仁川,20:00,30,5,3535000,35000,101,小規模運航,120,2100000,1,1,7,35,40,99.3764167
1日,日本,福岡,韓国,仁川,20:30,30,5,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,97.1619392
1日,日本,福岡,韓国,仁川,21:00,30,5,3360000,35000,96,小規模運航,120,2100000,1,1,6,35,40,91.7351797
1日,日本,福岡,韓国,仁川,21:30,30,5,3325000,35000,95,小規模運航,120,2100000,1,1,6,35,40,94.8866155
1日,日本,福岡,韓国,仁川,22:00,30,5,2695000,35000,77,小規模運航,120,2100000,1,1,5,35,40,66.7441205
1日,日本,福岡,韓国,仁川,22:30,30,5,2625000,35000,75,小規模運航,120,2100000,1,1,5,35,40,96.8438373
2日,日本,福岡,韓国,仁川,07:00,30,5,3325000,35000,95,小規模運航,120,2100000,1,1,6,35,40,94.3704685
2日,日本,福岡,韓国,仁川,07:30,30,5,2870000,35000,82,小規模運航,120,2100000,1,1,6,35,40,95.6891265
2日,日本,福岡,韓国,仁川,08:00,30,5,4410000,35000,126,小規模運航,120,2100000,1,1,7,35,40,89.0567383
2日,日本,福岡,韓国,仁川,08:30,30,5,4655000,35000,133,小規模運航,120,2100000,1,1,7,35,40,98.9910093
2日,日本,福岡,韓国,仁川,09:00,30,5,4270000,35000,122,小規模運航,120,2100000,1,1,7,35,40,99.2061798
2日,日本,福岡,韓国,仁川,09:30,30,5,4550000,35000,130,小規模運航,120,2100000,1,1,7,35,40,97.5475532
2日,日本,福岡,韓国,仁川,10:00,30,5,3395000,35000,97,小規模運航,120,2100000,1,1,6,35,40,95.4924824
2日,日本,福岡,韓国,仁川,10:30,30,5,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,94.0895457
2日,日本,福岡,韓国,仁川,11:00,30,5,3745000,35000,107,小規模運航,120,2100000,1,1,7,35,40,97.0422321
2日,日本,福岡,韓国,仁川,11:30,30,5,4095000,35000,117,小規模運航,120,2100000,1,1,7,35,40,98.7119182
2日,日本,福岡,韓国,仁川,12:00,30,5,3430000,35000,98,小規模運航,120,2100000,1,1,6,35,40,95.442221
2日,日本,福岡,韓国,仁川,12:30,30,5,3955000,35000,113,小規模運航,120,2100000,1,1,7,35,40,87.1395282
2日,日本,福岡,韓国,仁川,13:00,30,5,3955000,35000,113,小規模運航,120,2100000,1,1,7,35,40,97.8134168
2日,日本,福岡,韓国,仁川,13:30,30,5,3570000,35000,102,小規模運航,120,2100000,1,1,7,35,40,95.2702446
2日,日本,福岡,韓国,仁川,14:00,30,5,3360000,35000,96,小規模運航,120,2100000,1,1,6,35,40,98.9771489
2日,日本,福岡,韓国,仁川,14:30,30,5,3990000,35000,114,小規模運航,120,2100000,1,1,7,35,40,87.1622587
2日,日本,福岡,韓国,仁川,15:00,30,5,3535000,35000,101,小規模運航,120,2100000,1,1,7,35,40,94.0253462
2日,日本,福岡,韓国,仁川,15:30,30,5,3675000,35000,105,小規模運航,120,2100000,1,1,7,35,40,97.5378161
2日,日本,福岡,韓国,仁川,16:00,30,5,3990000,35000,114,小規模運航,120,2100000,1,1,7,35,40,82.5179125
2日,日本,福岡,韓国,仁川,16:30,30,5,3500000,35000,100,小規模運航,120,2100000,1,1,6,35,40,98.7545671
2日,日本,福岡,韓国,仁川,17:00,30,5,4270000,35000,122,小規模運航,120,2100000,1,1,7,35,40,99.1367129
2日,日本,福岡,韓国,仁川,17:30,30,5,4515000,35000,129,小規模運航,120,2100000,1,1,7,35,40,97.5676976
2日,日本,福岡,韓国,仁川,18:00,30,5,4760000,35000,136,小規模運航,120,2100000,1,1,7,35,40,96.757729
2日,日本,福岡,韓国,仁川,18:30,30,5,4655000,35000,133,小規模運航,120,2100000,1,1,7,35,40,95.059687
2日,日本,福岡,韓国,仁川,19:00,30,5,4130000,35000,118,小規模運航,120,2100000,1,1,7,35,40,91.6597282
2日,日本,福岡,韓国,仁川,19:30,30,5,4690000,35000,134,小規模運航,120,2100000,1,1,7,35,40,98.8195687
2日,日本,福岡,韓国,仁川,20:00,30,5,3430000,35000,98,小規模運航,120,2100000,1,1,6,35,40,98.6752659
2日,日本,福岡,韓国,仁川,20:30,30,5,3360000,35000,96,小規模運航,120,2100000,1,1,6,35,40,98.1322144
2日,日本,福岡,韓国,仁川,21:00,30,5,4095000,35000,117,小規模運航,120,2100000,1,1,7,35,40,96.5502607
2日,日本,福岡,韓国,仁川,21:30,30,5,3675000,35000,105,小規模運航,120,2100000,1,1,7,35,40,90.5923819
2日,日本,福岡,韓国,仁川,22:00,30,5,3115000,35000,89,小規模運航,120,2100000,1,1,6,35,40,85.1073417
2日,日本,福岡,韓国,仁川,22:30,30,5,2625000,35000,75,小規模運航,120,2100000,1,1,5,35,40,96.8438373
3日,日本,福岡,韓国,仁川,07:00,30,5,3150000,35000,90,小規模運航,120,2100000,1,1,6,35,40,94.1906173
3日,日本,福岡,韓国,仁川,07:30,30,5,3185000,35000,91,小規模運航,120,2100000,1,1,6,35,40,91.9963515
3日,日本,福岡,韓国,仁川,08:00,30,5,4655000,35000,133,小規模運航,120,2100000,1,1,7,35,40,97.4201274
3日,日本,福岡,韓国,仁川,08:30,30,5,4550000,35000,130,小規模運航,120,2100000,1,1,7,35,40,92.7759975
3日,日本,福岡,韓国,仁川,09:00,30,5,4200000,35000,120,小規模運航,120,2100000,1,1,7,35,40,90.7334856
3日,日本,福岡,韓国,仁川,09:30,30,5,4620000,35000,132,小規模運航,120,2100000,1,1,7,35,40,97.6141229
3日,日本,福岡,韓国,仁川,10:00,30,5,3570000,35000,102,小規模運航,120,2100000,1,1,7,35,40,95.4392891
3日,日本,福岡,韓国,仁川,10:30,30,5,3535000,35000,101,小規模運航,120,2100000,1,1,7,35,40,98.2806956
3日,日本,福岡,韓国,仁川,11:00,30,5,3395000,35000,97,小規模運航,120,2100000,1,1,6,35,40,97.8693403
3日,日本,福岡,韓国,仁川,11:30,30,5,3535000,35000,101,小規模運航,120,2100000,1,1,7,35,40,87.1766145
3日,日本,福岡,韓国,仁川,12:00,30,5,3605000,35000,103,小規模運航,120,2100000,1,1,7,35,40,99.1366439
3日,日本,福岡,韓国,仁川,12:30,30,5,3500000,35000,100,小規模運航,120,2100000,1,1,6,35,40,97.2907414
3日,日本,福岡,韓国,仁川,13:00,30,5,3920000,35000,112,小規模運航,120,2100000,1,1,7,35,40,94.5549999
3日,日本,福岡,韓国,仁川,13:30,30,5,3360000,35000,96,小規模運航,120,2100000,1,1,6,35,40,81.7397307
3日,日本,福岡,韓国,仁川,14:00,30,5,3500000,35000,100,小規模運航,120,2100000,1,1,6,35,40,97.5844211
3日,日本,福岡,韓国,仁川,14:30,30,5,3990000,35000,114,小規模運航,120,2100000,1,1,7,35,40,87.1622587
3日,日本,福岡,韓国,仁川,15:00,30,5,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,94.3279225
3日,日本,福岡,韓国,仁川,15:30,30,5,4060000,35000,116,小規模運航,120,2100000,1,1,7,35,40,91.2811751
3日,日本,福岡,韓国,仁川,16:00,30,5,3395000,35000,97,小規模運航,120,2100000,1,1,6,35,40,96.2763017
3日,日本,福岡,韓国,仁川,16:30,30,5,3955000,35000,113,小規模運航,120,2100000,1,1,7,35,40,95.4623335
3日,日本,福岡,韓国,仁川,17:00,30,5,4760000,35000,136,小規模運航,120,2100000,1,1,7,35,40,94.0408979
3日,日本,福岡,韓国,仁川,17:30,30,5,4235000,35000,121,小規模運航,120,2100000,1,1,7,35,40,98.450901
3日,日本,福岡,韓国,仁川,18:00,30,5,4585000,35000,131,小規模運航,120,2100000,1,1,7,35,40,90.2180197
3日,日本,福岡,韓国,仁川,18:30,30,5,4375000,35000,125,小規模運航,120,2100000,1,1,7,35,40,99.3269445
3日,日本,福岡,韓国,仁川,19:00,30,5,4200000,35000,120,小規模運航,120,2100000,1,1,7,35,40,92.242705
3日,日本,福岡,韓国,仁川,19:30,30,5,4130000,35000,118,小規模運航,120,2100000,1,1,7,35,40,90.5676543
3日,日本,福岡,韓国,仁川,20:00,30,5,4060000,35000,116,小規模運航,120,2100000,1,1,7,35,40,92.7962319
3日,日本,福岡,韓国,仁川,20:30,30,5,3500000,35000,100,小規模運航,120,2100000,1,1,6,35,40,88.1375182
3日,日本,福岡,韓国,仁川,21:00,30,5,3430000,35000,98,小規模運航,120,2100000,1,1,6,35,40,91.657753
3日,日本,福岡,韓国,仁川,21:30,30,5,4025000,35000,115,小規模運航,120,2100000,1,1,7,35,40,97.1760932
3日,日本,福岡,韓国,仁川,22:00,30,5,2905000,35000,83,小規模運航,120,2100000,1,1,6,35,40,90.4356746
3日,日本,福岡,韓国,仁川,22:30,30,5,2940000,35000,84,小規模運航,120,2100000,1,1,6,35,40,85.8117622
4日,日本,福岡,韓国,仁川,07:00,30,5,3220000,35000,92,小規模運航,120,2100000,1,1,6,35,40,96.4660843
4日,日本,福岡,韓国,仁川,07:30,30,5,3185000,35000,91,小規模運航,120,2100000,1,1,6,35,40,91.9963515
4日,日本,福岡,韓国,仁川,08:00,30,5,4795000,35000,137,小規模運航,120,2100000,1,1,7,35,40,98.2965399
4日,日本,福岡,韓国,仁川,08:30,30,5,4235000,35000,121,小規模運航,120,2100000,1,1,7,35,40,87.5806941
4日,日本,福岡,韓国,仁川,09:00,30,5,4515000,35000,129,小規模運航,120,2100000,1,1,7,35,40,91.1820653
4日,日本,福岡,韓国,仁川,09:30,30,5,4130000,35000,118,小規模運航,120,2100000,1,1,7,35,40,95.5296252
4日,日本,福岡,韓国,仁川,10:00,30,5,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,99.0620075
4日,日本,福岡,韓国,仁川,10:30,30,5,3675000,35000,105,小規模運航,120,2100000,1,1,7,35,40,96.3977008
4日,日本,福岡,韓国,仁川,11:00,30,5,3850000,35000,110,小規模運航,120,2100000,1,1,7,35,40,92.9612458
4日,日本,福岡,韓国,仁川,11:30,30,5,3920000,35000,112,小規模運航,120,2100000,1,1,7,35,40,94.3065078
4日,日本,福岡,韓国,仁川,12:00,30,5,3605000,35000,103,小規模運航,120,2100000,1,1,7,35,40,99.1366439
4日,日本,福岡,韓国,仁川,12:30,30,5,3955000,35000,113,小規模運航,120,2100000,1,1,7,35,40,87.1395282
4日,日本,福岡,韓国,仁川,13:00,30,5,3465000,35000,99,小規模運航,120,2100000,1,1,6,35,40,91.3876578
4日,日本,福岡,韓国,仁川,13:30,30,5,3745000,35000,107,小規模運航,120,2100000,1,1,7,35,40,99.112293
4日,日本,福岡,韓国,仁川,14:00,30,5,3675000,35000,105,小規模運航,120,2100000,1,1,7,35,40,94.2032157
4日,日本,福岡,韓国,仁川,14:30,30,5,3465000,35000,99,小規模運航,120,2100000,1,1,6,35,40,87.9360093
4日,日本,福岡,韓国,仁川,15:00,30,5,3745000,35000,107,小規模運航,120,2100000,1,1,7,35,40,87.5831355
4日,日本,福岡,韓国,仁川,15:30,30,5,3850000,35000,110,小規模運航,120,2100000,1,1,7,35,40,97.6501972
4日,日本,福岡,韓国,仁川,16:00,30,5,3465000,35000,99,小規模運航,120,2100000,1,1,6,35,40,90.7093486
4日,日本,福岡,韓国,仁川,16:30,30,5,3640000,35000,104,小規模運航,120,2100000,1,1,7,35,40,97.7400597
4日,日本,福岡,韓国,仁川,17:00,30,5,4375000,35000,125,小規模運航,120,2100000,1,1,7,35,40,96.7681647
4日,日本,福岡,韓国,仁川,17:30,30,5,4305000,35000,123,小規模運航,120,2100000,1,1,7,35,40,99.4329619
4日,日本,福岡,韓国,仁川,18:00,30,5,4760000,35000,136,小規模運航,120,2100000,1,1,7,35,40,96.757729
4日,日本,福岡,韓国,仁川,18:30,30,5,4445000,35000,127,小規模運航,120,2100000,1,1,7,35,40,87.0786269
4日,日本,福岡,韓国,仁川,19:00,30,5,4340000,35000,124,小規模運航,120,2100000,1,1,7,35,40,94.061793
4日,日本,福岡,韓国,仁川,19:30,30,5,4760000,35000,136,小規模運航,120,2100000,1,1,7,35,40,98.7060537
4日,日本,福岡,韓国,仁川,20:00,30,5,4025000,35000,115,小規模運航,120,2100000,1,1,7,35,40,98.1831498
4日,日本,福岡,韓国,仁川,20:30,30,5,3675000,35000,105,小規模運航,120,2100000,1,1,7,35,40,97.0382047
4日,日本,福岡,韓国,仁川,21:00,30,5,3850000,35000,110,小規模運航,120,2100000,1,1,7,35,40,99.0593072
4日,日本,福岡,韓国,仁川,21:30,30,5,4095000,35000,117,小規模運航,120,2100000,1,1,7,35,40,86.0202824
4日,日本,福岡,韓国,仁川,22:00,30,5,3185000,35000,91,小規模運航,120,2100000,1,1,6,35,40,94.2388718
4日,日本,福岡,韓国,仁川,22:30,30,5,3010000,35000,86,小規模運航,120,2100000,1,1,6,35,40,94.2596248
5日,日本,福岡,韓国,仁川,07:00,30,5,2905000,35000,83,小規模運航,120,2100000,1,1,6,35,40,78.8258208
5日,日本,福岡,韓国,仁川,07:30,30,5,3325000,35000,95,小規模運航,120,2100000,1,1,6,35,40,72.2145612
5日,日本,福岡,韓国,仁川,08:00,30,5,4270000,35000,122,小規模運航,120,2100000,1,1,7,35,40,97.2724714
5日,日本,福岡,韓国,仁川,08:30,30,5,4760000,35000,136,小規模運航,120,2100000,1,1,7,35,40,91.9020219
5日,日本,福岡,韓国,仁川,09:00,30,5,4655000,35000,133,小規模運航,120,2100000,1,1,7,35,40,98.9119949
5日,日本,福岡,韓国,仁川,09:30,30,5,4270000,35000,122,小規模運航,120,2100000,1,1,7,35,40,97.6685655
5日,日本,福岡,韓国,仁川,10:00,30,5,3675000,35000,105,小規模運航,120,2100000,1,1,7,35,40,99.2668516
5日,日本,福岡,韓国,仁川,10:30,30,5,3430000,35000,98,小規模運航,120,2100000,1,1,6,35,40,91.3349309
5日,日本,福岡,韓国,仁川,11:00,30,5,3920000,35000,112,小規模運航,120,2100000,1,1,7,35,40,97.6527847
5日,日本,福岡,韓国,仁川,11:30,30,5,3535000,35000,101,小規模運航,120,2100000,1,1,7,35,40,87.1766145
5日,日本,福岡,韓国,仁川,12:00,30,5,3990000,35000,114,小規模運航,120,2100000,1,1,7,35,40,99.051061
5日,日本,福岡,韓国,仁川,12:30,30,5,3570000,35000,102,小規模運航,120,2100000,1,1,7,35,40,99.0982844
5日,日本,福岡,韓国,仁川,13:00,30,5,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,93.7009627
5日,日本,福岡,韓国,仁川,13:30,30,5,3395000,35000,97,小規模運航,120,2100000,1,1,6,35,40,94.9183005
5日,日本,福岡,韓国,仁川,14:00,30,5,3535000,35000,101,小規模運航,120,2100000,1,1,7,35,40,96.1952805
5日,日本,福岡,韓国,仁川,14:30,30,5,3430000,35000,98,小規模運航,120,2100000,1,1,6,35,40,95.5894202
5日,日本,福岡,韓国,仁川,15:00,30,5,3570000,35000,102,小規模運航,120,2100000,1,1,7,35,40,87.7890702
5日,日本,福岡,韓国,仁川,15:30,30,5,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,98.7638934
5日,日本,福岡,韓国,仁川,16:00,30,5,3745000,35000,107,小規模運航,120,2100000,1,1,7,35,40,98.785392
5日,日本,福岡,韓国,仁川,16:30,30,5,3535000,35000,101,小規模運航,120,2100000,1,1,7,35,40,99.1420962
5日,日本,福岡,韓国,仁川,17:00,30,5,4620000,35000,132,小規模運航,120,2100000,1,1,7,35,40,98.6790374
5日,日本,福岡,韓国,仁川,17:30,30,5,4550000,35000,130,小規模運航,120,2100000,1,1,7,35,40,96.5533967
5日,日本,福岡,韓国,仁川,18:00,30,5,4795000,35000,137,小規模運航,120,2100000,1,1,7,35,40,95.654821
5日,日本,福岡,韓国,仁川,18:30,30,5,4235000,35000,121,小規模運航,120,2100000,1,1,7,35,40,96.8565021
5日,日本,福岡,韓国,仁川,19:00,30,5,4235000,35000,121,小規模運航,120,2100000,1,1,7,35,40,94.2005962
5日,日本,福岡,韓国,仁川,19:30,30,5,4725000,35000,135,小規模運航,120,2100000,1,1,7,35,40,93.1025873
5日,日本,福岡,韓国,仁川,20:00,30,5,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,88.5729497
5日,日本,福岡,韓国,仁川,20:30,30,5,3325000,35000,95,小規模運航,120,2100000,1,1,6,35,40,93.6529446
5日,日本,福岡,韓国,仁川,21:00,30,5,3990000,35000,114,小規模運航,120,2100000,1,1,7,35,40,96.8858498
5日,日本,福岡,韓国,仁川,21:30,30,5,3640000,35000,104,小規模運航,120,2100000,1,1,7,35,40,90.6005659
5日,日本,福岡,韓国,仁川,22:00,30,5,2625000,35000,75,小規模運航,120,2100000,1,1,5,35,40,82.5122085
5日,日本,福岡,韓国,仁川,22:30,30,5,3255000,35000,93,小規模運航,120,2100000,1,1,6,35,40,90.2045431
6日,日本,福岡,韓国,仁川,07:00,30,5,3010000,35000,86,小規模運航,120,2100000,1,1,6,35,40,65.9776654
6日,日本,福岡,韓国,仁川,07:30,30,5,2905000,35000,83,小規模運航,120,2100000,1,1,6,35,40,97.3820755
6日,日本,福岡,韓国,仁川,08:00,30,5,4515000,35000,129,小規模運航,120,2100000,1,1,7,35,40,96.7333026
6日,日本,福岡,韓国,仁川,08:30,30,5,4165000,35000,119,小規模運航,120,2100000,1,1,7,35,40,96.4123829
6日,日本,福岡,韓国,仁川,09:00,30,5,4410000,35000,126,小規模運航,120,2100000,1,1,7,35,40,96.743755
6日,日本,福岡,韓国,仁川,09:30,30,5,4410000,35000,126,小規模運航,120,2100000,1,1,7,35,40,85.254556
6日,日本,福岡,韓国,仁川,10:00,30,5,3745000,35000,107,小規模運航,120,2100000,1,1,7,35,40,91.8756646
6日,日本,福岡,韓国,仁川,10:30,30,5,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,94.0895457
6日,日本,福岡,韓国,仁川,11:00,30,5,3640000,35000,104,小規模運航,120,2100000,1,1,7,35,40,97.8150946
6日,日本,福岡,韓国,仁川,11:30,30,5,3395000,35000,97,小規模運航,120,2100000,1,1,6,35,40,95.7748883
6日,日本,福岡,韓国,仁川,12:00,30,5,3465000,35000,99,小規模運航,120,2100000,1,1,6,35,40,93.8721758
6日,日本,福岡,韓国,仁川,12:30,30,5,3710000,35000,106,小規模運航,120,2100000,1,1,7,35,40,95.2109499
6日,日本,福岡,韓国,仁川,13:00,30,5,3605000,35000,103,小規模運航,120,2100000,1,1,7,35,40,94.189161
6日,日本,福岡,韓国,仁川,13:30,30,5,3920000,35000,112,小規模運航,120,2100000,1,1,7,35,40,98.5308866
6日,日本,福岡,韓国,仁川,14:00,30,5,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,98.6175855
6日,日本,福岡,韓国,仁川,14:30,30,5,3500000,35000,100,小規模運航,120,2100000,1,1,6,35,40,89.4828809
6日,日本,福岡,韓国,仁川,15:00,30,5,4095000,35000,117,小規模運航,120,2100000,1,1,7,35,40,94.303586
6日,日本,福岡,韓国,仁川,15:30,30,5,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,98.7638934
6日,日本,福岡,韓国,仁川,16:00,30,5,3535000,35000,101,小規模運航,120,2100000,1,1,7,35,40,98.3320175
6日,日本,福岡,韓国,仁川,16:30,30,5,3955000,35000,113,小規模運航,120,2100000,1,1,7,35,40,95.4623335
6日,日本,福岡,韓国,仁川,17:00,30,5,4620000,35000,132,小規模運航,120,2100000,1,1,7,35,40,98.6790374
6日,日本,福岡,韓国,仁川,17:30,30,5,4375000,35000,125,小規模運航,120,2100000,1,1,7,35,40,95.7842981
6日,日本,福岡,韓国,仁川,18:00,30,5,4095000,35000,117,小規模運航,120,2100000,1,1,7,35,40,97.6582705
6日,日本,福岡,韓国,仁川,18:30,30,5,4550000,35000,130,小規模運航,120,2100000,1,1,7,35,40,94.3597928
6日,日本,福岡,韓国,仁川,19:00,30,5,4515000,35000,129,小規模運航,120,2100000,1,1,7,35,40,96.0398622
6日,日本,福岡,韓国,仁川,19:30,30,5,4620000,35000,132,小規模運航,120,2100000,1,1,7,35,40,93.8939208
6日,日本,福岡,韓国,仁川,20:00,30,5,3465000,35000,99,小規模運航,120,2100000,1,1,6,35,40,97.0901252
6日,日本,福岡,韓国,仁川,20:30,30,5,3710000,35000,106,小規模運航,120,2100000,1,1,7,35,40,98.8676551
6日,日本,福岡,韓国,仁川,21:00,30,5,3850000,35000,110,小規模運航,120,2100000,1,1,7,35,40,99.0593072
6日,日本,福岡,韓国,仁川,21:30,30,5,4095000,35000,117,小規模運航,120,2100000,1,1,7,35,40,86.0202824
6日,日本,福岡,韓国,仁川,22:00,30,5,2660000,35000,76,小規模運航,120,2100000,1,1,5,35,40,81.335392
6日,日本,福岡,韓国,仁川,22:30,30,5,3080000,35000,88,小規模運航,120,2100000,1,1,6,35,40,96.6389351
7日,日本,福岡,韓国,仁川,07:00,30,5,2660000,35000,76,小規模運航,120,2100000,1,1,5,35,40,92.755915
7日,日本,福岡,韓国,仁川,07:30,30,5,2975000,35000,85,小規模運航,120,2100000,1,1,6,35,40,91.0365344
7日,日本,福岡,韓国,仁川,08:00,30,5,4235000,35000,121,小規模運航,120,2100000,1,1,7,35,40,95.570036
7日,日本,福岡,韓国,仁川,08:30,30,5,4375000,35000,125,小規模運航,120,2100000,1,1,7,35,40,84.9529525
7日,日本,福岡,韓国,仁川,09:00,30,5,4725000,35000,135,小規模運航,120,2100000,1,1,7,35,40,88.3232624
7日,日本,福岡,韓国,仁川,09:30,30,5,4410000,35000,126,小規模運航,120,2100000,1,1,7,35,40,85.254556
7日,日本,福岡,韓国,仁川,10:00,30,5,4060000,35000,116,小規模運航,120,2100000,1,1,7,35,40,96.5857673
7日,日本,福岡,韓国,仁川,10:30,30,5,3885000,35000,111,小規模運航,120,2100000,1,1,7,35,40,97.4637812
7日,日本,福岡,韓国,仁川,11:00,30,5,3640000,35000,104,小規模運航,120,2100000,1,1,7,35,40,97.8150946
7日,日本,福岡,韓国,仁川,11:30,30,5,3920000,35000,112,小規模運航,120,2100000,1,1,7,35,40,94.3065078
7日,日本,福岡,韓国,仁川,12:00,30,5,3535000,35000,101,小規模運航,120,2100000,1,1,7,35,40,97.3865766
7日,日本,福岡,韓国,仁川,12:30,30,5,3640000,35000,104,小規模運航,120,2100000,1,1,7,35,40,86.5318265
7日,日本,福岡,韓国,仁川,13:00,30,5,3710000,35000,106,小規模運航,120,2100000,1,1,7,35,40,82.7862553
7日,日本,福岡,韓国,仁川,13:30,30,5,3395000,35000,97,小規模運航,120,2100000,1,1,6,35,40,94.9183005
7日,日本,福岡,韓国,仁川,14:00,30,5,4095000,35000,117,小規模運航,120,2100000,1,1,7,35,40,95.522551
7日,日本,福岡,韓国,仁川,14:30,30,5,3430000,35000,98,小規模運航,120,2100000,1,1,6,35,40,95.5894202
7日,日本,福岡,韓国,仁川,15:00,30,5,3815000,35000,109,小規模運航,120,2100000,1,1,7,35,40,94.3279225
7日,日本,福岡,韓国,仁川,15:30,30,5,3990000,35000,114,小規模運航,120,2100000,1,1,7,35,40,96.811283
7日,日本,福岡,韓国,仁川,16:00,30,5,3500000,35000,100,小規模運航,120,2100000,1,1,6,35,40,92.3019481
7日,日本,福岡,韓国,仁川,16:30,30,5,3745000,35000,107,小規模運航,120,2100000,1,1,7,35,40,98.5303012
7日,日本,福岡,韓国,仁川,17:00,30,5,4830000,35000,138,小規模運航,120,2100000,1,1,7,35,40,96.9534421
7日,日本,福岡,韓国,仁川,17:30,30,5,4270000,35000,122,小規模運航,120,2100000,1,1,7,35,40,99.3874252
7日,日本,福岡,韓国,仁川,18:00,30,5,4725000,35000,135,小規模運航,120,2100000,1,1,7,35,40,96.6315545
7日,日本,福岡,韓国,仁川,18:30,30,5,4410000,35000,126,小規模運航,120,2100000,1,1,7,35,40,96.5846493
7日,日本,福岡,韓国,仁川,19:00,30,5,4480000,35000,128,小規模運航,120,2100000,1,1,7,35,40,97.1114115
7日,日本,福岡,韓国,仁川,19:30,30,5,4410000,35000,126,小規模運航,120,2100000,1,1,7,35,40,96.1140237
